cardCode,name,descriptionRaw,rarityRef,regionRefs,cost,type,price
05SH012T1,Dami'yin Kẻ Bất Kham,,None,['Shurima'],6,Bài quân,0
05SH020,Công Trình Hoang Tàn,Tạo trên tay 1 lá Bề Tôi Tàn Lụi hoặc 1 lá Tháp Sức Mạnh.,Common,['Shurima'],1,Bài phép,10
05SH015,Tiên Tri Cát,"Khi ta được triệu hồi, rút 1 lá bài. Nếu rút được 1 Địa Danh, lặp lại hiệu ứng này.",Epic,['Shurima'],5,Bài quân,120
05SH004,Giải Phóng Năng Lượng,Trao +2|+1 cho 1 đồng minh trong vòng này hoặc phá hủy 1 Địa Danh đồng minh để trao +4|+2 cho 1 đồng minh trong vòng này.,Common,['Shurima'],3,Bài phép,10
05SH004T2,Giải Phóng Năng Lượng,Trao +2|+1 cho 1 đồng minh trong vòng này.,None,['Shurima'],3,Bài phép,0
05SH004T1,Giải Phóng Năng Lượng,Phá hủy 1 Địa Danh đồng minh để trao +4|+2 cho 1 đồng minh trong vòng này.,None,['Shurima'],3,Bài phép,0
05SH002,Linh Hồn Sa Mạc,"Khi 1 Địa Danh đồng minh bị ngươi phá hủy, ban cho ta +1|+1.",Common,['Shurima'],3,Bài quân,10
05SH007,Nghi Thức Ma Pháp,Phá hủy 1 Địa Danh đồng minh hoặc 1 ngọc năng lượng để gây 4 sát thương lên 1 bài quân.,Rare,['Shurima'],3,Bài phép,30
05SH007T1,Nghi Thức Ma Pháp,Phá hủy 1 Địa Danh đồng minh để gây 4 sát thương lên 1 bài quân.,None,['Shurima'],3,Bài phép,0
05SH007T2,Nghi Thức Ma Pháp,Phá hủy 1 ngọc năng lượng để gây 4 sát thương lên 1 bài quân.,None,['Shurima'],3,Bài phép,0
05NX009,Linh Hồn Lạc Lối,"Khi ta được triệu hồi hoặc bị loại bỏ, tạo trên tay 1 lá Song Kiếm Ác Quỷ.",Epic,['Noxus'],8,Bài quân,120
05NX006,Lính Bộc Phá Phục Sinh,"Để sử dụng, bỏ 1 lá bài.
Khi ta bị loại bỏ, triệu hồi 1 bản sao y hệt của ta.",Common,['Noxus'],1,Bài quân,10
05NX017,Ngưu Sĩ Tái Sinh,"Khi ta được triệu hồi, ban Không Thể Chặn Đòn cho kẻ địch Yếu Nhất.",None,['Noxus'],3,Bài quân,0
05NX005,Chiến Binh Cổ Đại,"Khi ta bị loại bỏ, ban +2|+0 cho đồng minh Mạnh Nhất.",Rare,['Noxus'],5,Bài quân,30
05NX001,Sion,"Khi ta bị loại bỏ, ban Áp Đảo cho đồng minh Mạnh Nhất và đặt ta vào bộ bài.
Ta nhận +1|+0 với mỗi lá bài ngươi đã loại bỏ trong trận đấu (Tối đa +7|+0).
",Champion,['Noxus'],7,Bài quân,300
05NX003,Muối Và Kim Khâu,"Để sử dụng, bỏ 1 lá bài.
Triệu hồi 1 lá Lính Bộc Phá Phục Sinh và trao +2|+0 cho lá bài đó trong vòng này.",Rare,['Noxus'],2,Bài phép,30
05NX015,Ngưu sĩ Sa Ngã,"Khi ta được triệu hồi, ban Không Thể Chặn Đòn cho kẻ địch Yếu Nhất.
Trăng Trối: Tạo trên tay 1 lá Ngưu Sĩ Tái Sinh.",Rare,['Noxus'],5,Bài quân,30
05NX019,Vì Vinh Quang!,Danh Vọng: Ta được giảm 3 tiêu hao.  Triệu hồi 2 lá Kẻ Tầm Vọng Trifarix.,Rare,['Noxus'],6,Bài phép,30
05NX013,Kỵ Binh Sa Ngã,"Khi ta bị loại bỏ, tạo trên tay 1 lá Kỵ Binh Tái Sinh.",Common,['Noxus'],2,Bài quân,10
05NX018,Kỵ Binh Tái Sinh,,None,['Noxus'],2,Bài quân,0
05NX001T1,Sion Tái Sinh,"Khi ta được triệu hồi, Tiến Công.",None,['Noxus'],7,Bài quân,0
05NX001T3,Sion,"Trăng Trối: Triệu hồi 1 lá Sion Tái Sinh. 
Khi ta bị loại bỏ, ban Áp Đảo cho đồng minh Mạnh Nhất và đặt ta vào bộ bài.",None,['Noxus'],7,Bài quân,0
05NX001T2,Sát Nhân Hống Của Sion,"Để sử dụng, bỏ 1 lá bài. Tiêu diệt kẻ địch Yếu Nhất.
Tạo 1 lá Sion trong bộ bài.",None,['Noxus'],3,Bài phép,0
05NX012,Sát Nhân Hống,"Để sử dụng, bỏ 1 lá bài. Tiêu diệt kẻ địch Yếu Nhất.",Common,['Noxus'],3,Bài phép,10
05NX014,Khí Giới Tử Binh,Gây 3 sát thương lên 1 bài quân và triệu hồi 1 lá Kẻ Phá Khiên Trifarix.,Common,['Noxus'],8,Bài phép,10
05NX007,Song Kiếm Ác Quỷ,Trăng Trối: Tạo trên tay 1 lá Linh Hồn Lạc Lối.,None,['Noxus'],4,Bài quân,0
05NX004,Bác Sĩ Tử Thi,Xuất Trận: Bỏ 1 lá bài để rút 1 bài quân.,Common,['Noxus'],2,Bài quân,10
05NX016,Huyết Phu Nhân,"Khi 1 đồng mình trên tay không có Phù Du bị loại bỏ, tạo trên tay 1 bản sao Phù Du của lá bài đó.",Epic,['Noxus'],4,Bài quân,120
05NX002,Quý Tộc Nổi Loạn,Ban cho ta +2|+1 khi ngươi đã loại bỏ 3+ lá bài trong trận đấu. ,Common,['Noxus'],3,Bài quân,10
05BW005,Nami,"Khi ngươi sử dụng 1 bài phép, ban +1|+0 cho đồng minh Yếu Nhất khác không có Bất Động.",Champion,['Bilgewater'],3,Bài quân,300
05BW005T2,Thủy Triều Dâng Của Nami,"Gây 2 sát thương ngẫu nhiên lên 1 kẻ địch hoặc Nhà Chính của đối thủ và tạo trên tay 1 lá Thuỷ Triều Lên.
Tạo 1 lá Nami trong bộ bài.",None,['Bilgewater'],2,Bài phép,0
05BW005T1,Nami,"Khi ngươi sử dụng 1 bài phép, ban +2|+1 cho đồng minh yếu nhất khác không có Bất Động.",None,['Bilgewater'],3,Bài quân,0
05BW006,Thủy Triều Dâng,Gây 2 sát thương ngẫu nhiên lên 1 kẻ địch hoặc Nhà Chính của đối thủ và tạo trên tay 1 lá Thuỷ Triều Lên.,Common,['Bilgewater'],2,Bài phép,10
05BW006T2,Thuỷ Triều Lên,Hồi 2 máu cho 1 đồng minh hoặc Nhà Chính và tạo trên tay 1 lá Thủy Triều.,None,['Bilgewater'],2,Bài phép,0
05BW006T1,Thủy Triều,Gây 2 sát thương ngẫu nhiên lên 1 kẻ địch hoặc Nhà Chính của đối thủ và hồi 2 máu cho 1 đồng minh hoặc Nhà Chính.,None,['Bilgewater'],2,Bài phép,0
05BW002,Thủy Linh Lãng Du,,Common,['Bilgewater'],3,Bài quân,10
05BW008,Vệ Binh Thuỷ Vực,"Khi ngươi sử dụng 1 bài phép, trao cho ta +2|+0 trong vòng này.",Common,['Bilgewater'],4,Bài quân,10
05BW011,Chỉ Huy Hạm Đội Giáp Xác,"Khi ngươi sử dụng 2 bài phép mỗi vòng, ban +1|+1 cho các đồng minh khác. ",Epic,['Bilgewater'],5,Bài quân,120
05BW003,Sóng Thần,Gây 1 sát thương lên 2 kẻ địch khác nhau được chỉ định ngẫu nhiên và tạo 1 lá Sóng Biển Cuộn Trào trong bộ bài.,Rare,['Bilgewater'],3,Bài phép,30
05BW003T1,Sóng Biển Cuộn Trào,Gây 2 sát thương lên 4 kẻ địch khác nhau được chỉ định ngẫu nhiên và tạo 1 lá Sóng Biển Cuồn Cuộn trong bộ bài.,None,['Bilgewater'],3,Bài phép,0
05BW003T2,Sóng Biển Cuồn Cuộn,Gây 4 sát thương lên tất cả kẻ địch và Nhà Chính của đối thủ. ,None,['Bilgewater'],3,Bài phép,0
05BW004,Hiện Thân Của Thủy Triều,"Nếu ngươi nhận được 1 ngọc năng lượng, thay vào đó hồi lại năng lượng bài phép.
Khi ngươi sử dụng 1 bài phép, tạo trên tay 1 bài phép 3- tiêu hao ngẫu nhiên và ban Phù Du cho lá bài đó.",Epic,['Bilgewater'],6,Bài quân,120
05BW001,Cảnh Binh Marai,"Khi ta được triệu hồi, triệu hồi 1 tùy tùng 1 tiêu hao ngẫu nhiên.",Rare,['Bilgewater'],2,Bài quân,30
05BW010,Thủy Mẫu Marai,"Khi ta được triệu hồi, tạo 5 bài phép 6+ tiêu hao ngẫu nhiên trong bộ bài và giảm tiêu hao của những lá đó còn 3.",Common,['Bilgewater'],4,Bài quân,10
05BW013,Nữ Danh Ca Marai,"Khi ta được triệu hồi, nếu ngươi đã sử dụng 1 bài phép trong vòng này, ban cho ta Huyền Ảo.",Rare,['Bilgewater'],2,Bài quân,30
05PZ015,Bánh Xe Công Lý,"Mỗi khi đối thủ rút bài, gài 1 lá Bẫy Bom Mù lên 8 lá bài ở trên cùng trong bộ bài của đối thủ. ",Epic,['PiltoverZaun'],4,Bài quân,120
05PZ012,Lưu Trữ Viên,"Xuất Trận: Chọn 1 bài phép trong 5 lá bài ở trên cùng của bộ bài và tạo trên tay 1 bản sao Phù Du y hệt của lá bài đó, rồi đặt 5 lá bài vừa rồi vào bộ bài.",Rare,['PiltoverZaun'],3,Bài quân,30
05PZ026,Dây Chuyền Lắp Ráp,Triệu hồi 2 lá Thợ Rèn.,Common,['PiltoverZaun'],6,Bài phép,10
05PZ019,Truy Nã Đỏ,"Chọn 1 người chơi, người đó sẽ bỏ lá bài có tiêu hao thấp nhất để rút 3 lá bài.",Epic,['PiltoverZaun'],5,Bài phép,120
05PZ023,Thợ Rèn,,None,['PiltoverZaun'],3,Bài quân,0
05PZ031,Albus Ferros,"Khi ta được triệu hồi, rút Jayce. Tấn Công: Gây 3 sát thương lên Nhà Chính của đối thủ. Tăng 1 sát thương với mỗi bài phép 6+ tiêu hao ngươi đã sử dụng trong trận đấu.",Epic,['PiltoverZaun'],7,Bài quân,120
05PZ031T1,Cổ Tức Của Ferros,Gây 3 sát thương lên Nhà Chính của đối thủ.,None,['PiltoverZaun'],0,Kỹ năng,0
05PZ027,Cầu Sấm,Gây 3 sát thương lên 1 kẻ địch hoặc Nhà Chính của đối thủ và 3 sát thương lên 1 kẻ địch khác.,Rare,['PiltoverZaun'],6,Bài phép,30
05PZ022,Jayce,Xuất Trận: Ban cho ta Đột Kích hoặc Thách Đấu.,Champion,['PiltoverZaun'],4,Bài quân,300
05PZ022T8,Jayce,"Mỗi vòng đấu, lần đầu ngươi sử dụng bài phép 6+ tiêu hao, sao chép hiệu ứng bài phép đó lên cùng mục tiêu.",None,['PiltoverZaun'],4,Bài quân,0
05PZ022T1,Jayce,"Xuất Trận: Ban cho ta Đột Kích hoặc Thách Đấu.
Mỗi vòng đấu, lần đầu ngươi sử dụng bài phép 6+ tiêu hao, sao chép hiệu ứng bài phép đó lên cùng mục tiêu.",None,['PiltoverZaun'],4,Bài quân,0
05PZ022T2,Cầu Sấm Của Jayce,Gây 3 sát thương lên 1 kẻ địch hoặc Nhà Chính của đối thủ và 3 sát thương lên một kẻ địch khác. Tạo 1 lá Jayce trong bộ bài.,None,['PiltoverZaun'],6,Bài phép,0
05PZ022T7,Jayce,,Champion,['PiltoverZaun'],4,Bài quân,300
05PZ022T6,Jayce,,Champion,['PiltoverZaun'],4,Bài quân,300
05PZ022T9,Jayce,"Mỗi vòng đấu, lần đầu ngươi sử dụng bài phép 6+ tiêu hao, sao chép hiệu ứng bài phép đó lên cùng mục tiêu.",None,['PiltoverZaun'],4,Bài quân,0
05PZ022T3,Cổng Gia Tốc,"Trao +2|+0 và Đột Kích cho các đồng minh trong vòng này. Nếu đồng minh đã có sẵn Đặc Điểm này hoặc Song Kích, trao cho đồng minh đó 1 Đặc Điểm ngẫu nhiên khác.",None,['PiltoverZaun'],6,Bài phép,0
05PZ017,Mùi Hơi Hầm Thải,"Gây 2 sát thương lên 1 bài quân. Nếu ngươi đã thêm 2+ lá bài lên tay trong vòng này, gây 3 sát thương lên bài quân đó thay vì 2.",Common,['PiltoverZaun'],3,Bài phép,10
05PZ013,Bắn Xuyên Táo,Gây 2 sát thương lên 1 bài quân và gài 2 lá Bẫy Bom Mù lên 8 lá bài ở trên cùng trong bộ bài của đối thủ.,Common,['PiltoverZaun'],3,Bài phép,10
05PZ020,Tập Kích,"Trao +2|+0 cho 1 đồng minh trong vòng này. Nếu ngươi đã thêm 2+ lá bài lên tay trong vòng này, trao Huyền Ảo cho đồng minh đó trong vòng này.",Common,['PiltoverZaun'],3,Bài phép,10
05PZ024,Nhà Tài Trợ Ferros,Xuất Trận: Hình Thành 1 bài phép 6+ tiêu hao thuộc khu vực đồng minh.,Common,['PiltoverZaun'],2,Bài quân,10
05PZ010,Tin Tiền Báo,"Gài 2 lá Bẫy Bom Mù lên 8 lá bài ở trên cùng trong bộ bài của đối thủ.
Rút 1 lá bài.",Common,['PiltoverZaun'],2,Bài phép,10
05PZ014,"Corina, Bậc Thầy Tội Phạm",Xuất Trận: Gài 5 lá Bẫy Bom Mù lên 5 lá bài ở trên cùng trong bộ bài của đối thủ hoặc kích hoạt hiệu ứng của tất cả bẫy trong 5 lá bài ở trên cùng trong bộ bài của đối thủ.,Epic,['PiltoverZaun'],6,Bài quân,120
05PZ014T1,Bông Hoa Mê Hoặc,Xuất Trận: Gài 5 lá Bẫy Bom Mù lên 5 lá bài ở trên cùng trong bộ bài của đối thủ.,None,['PiltoverZaun'],0,Kỹ năng,0
05PZ014T2,Sập Bẫy,Xuất Trận: Kích hoạt hiệu ứng của tất cả bẫy trong 5 lá bài ở trên cùng bộ bài của đối thủ.,None,['PiltoverZaun'],0,Kỹ năng,0
05PZ002,Thông Tin Mật,TẤT CẢ người chơi rút 2 lá bài.,Common,['PiltoverZaun'],3,Bài phép,10
05PZ008,Bẫy Bom Mù,Gây 1 sát thương lên 1 đồng minh ngẫu nhiên.,None,['PiltoverZaun'],0,Bài Bẫy,0
05PZ021,Xưởng Chế Tạo Của Tương Lai,"Khi ta được triệu hồi, triệu hồi 1 lá Thợ Rèn. Khi ngươi sử dụng 1 bài phép 6+ tiêu hao, phá hủy ta và hồi lại năng lượng bài phép.",Rare,['PiltoverZaun'],3,Địa Danh,30
05PZ025,Thợ Rèn Trưởng,Ra Đòn: Hồi lại 1 năng lượng bài phép.,Common,['PiltoverZaun'],1,Bài quân,10
05PZ006,Caitlyn,Ra Đòn: Gài 2 lá Bẫy Bom Mù lên 8 lá bài ở trên cùng trong bộ bài của đối thủ.,Champion,['PiltoverZaun'],3,Bài quân,300
05PZ004,Sĩ Quan Biệt Đội,"Khi ta được triệu hồi, tạo trên tay 1 lá Truy Nã Đỏ.",Rare,['PiltoverZaun'],5,Bài quân,30
05PZ009,Sĩ Quan Mật Vụ,Tấn Công Nhà Chính: Gài 2 lá Bẫy Bom Mù lên 8 lá bài ở trên cùng trong bộ bài của đối thủ.,Common,['PiltoverZaun'],2,Bài quân,10
05PZ016,Cuộc Đảo Chính,"Đặt 1 tùy tùng địch vào bộ bài của đối thủ, sau đó đối thủ rút 1 lá bài.",Rare,['PiltoverZaun'],5,Bài phép,30
05PZ030,Hextech Dị Thường,"Khi ngươi rút hoặc tạo ta trên tay hoặc mỗi khi Bắt Đầu Vòng Đấu: khi ta ở trên tay, biến đổi ta thành 1 bài phép 6+ tiêu hao ngẫu nhiên.",Rare,['PiltoverZaun'],6,Bài phép,30
05PZ028,Tàu Bay Tuần Dương Ferros,Ban cho ta +2|+0 nếu ngươi đã sử dụng 1 bài phép 6+ tiêu hao trong trận đấu.,Common,['PiltoverZaun'],4,Bài quân,10
05PZ038,Tên Lửa Oanh Tạc,Gây 4 sát thương lên 1 kẻ địch và 1 sát thương lên tất cả kẻ địch khác.,Common,['PiltoverZaun'],5,Bài phép,10
05PZ035,Chồn Rác Hôi Thối,Trăng Trối: Tạo 1 bản sao của ta trong bộ bài của đối thủ với 2 lá Nấm Độc được gài sẵn. ,Rare,['PiltoverZaun'],1,Bài quân,30
05PZ006T2,Caitlyn,Ra Đòn: Gài 4 lá Bẫy Bom Mù lên 8 lá bài ở trên cùng trong bộ bài của đối thủ và gây sát thương lên Nhà Chính của đối thủ tương đương với số bẫy ngươi đã kích hoạt trong vòng này. ,None,['PiltoverZaun'],3,Bài quân,0
05PZ006T1,Caitlyn Bắn Xuyên Táo,"Gây 2 sát thương lên 1 bài quân và gài 2 lá Bẫy Bom Mù lên 8 lá bài ở trên cùng trong bộ bài của đối thủ.
Tạo 1 lá Caitlyn trong bộ bài.",None,['PiltoverZaun'],3,Bài phép,0
05PZ029,Máy Vận Chuyển Hextech,Ban +1|+0 cho đồng minh Công Nghệ ở mọi nơi khi ngươi sử dụng 1 bài phép 6+ tiêu hao trong trận đấu.,Rare,['PiltoverZaun'],3,Bài quân,30
05SI014,Danh Mục Hối Tiếc,Bắt Đầu Vòng Đấu: Tạo trên tay 1 bản sao Phù Du của 1 bài phép không có Phù Du mà ngươi đã sử dụng trong vòng trước.,Epic,['ShadowIsles'],4,Địa Danh,120
05SI013,Người Trấn Giữ Màn Sương,"Mỗi vòng đấu, lần đầu tiên ngươi tiêu diệt 1 bài quân bằng 1 bài phép, triệu hồi 1 lá Bóng Ma Cảm Tử.",Rare,['ShadowIsles'],5,Bài quân,30
05SI009,Senna,Khi ta được triệu hồi hoặc Tấn Công: Tạo trên tay 1 lá Bóng Tối nếu ngươi chưa có lá nào. Bài phép đồng minh gây sát thương và tiêu diệt tăng tốc thành bài phép Nhanh.,Champion,['ShadowIsles'],5,Bài quân,300
05SI016,Hắc Ám Soi Rọi,Tiêu diệt 1 bài quân và trao -2|-0 cho tất cả kẻ địch trong vòng này.,Common,['ShadowIsles'],6,Bài phép,10
05SI004,Kẻ Theo Dõi Quần Đảo,"Mỗi vòng đấu, lần đầu tiên ngươi tiêu diệt 1 bài quân bằng 1 bài phép, gây 2 sát thương lên Nhà Chính của đối thủ.",Rare,['ShadowIsles'],4,Bài quân,30
05SI012,Vệ Binh Solari,"Khi ta được triệu hồi, tạo trên tay 1 lá Bóng Tối nếu ngươi chưa có lá nào.",Common,['ShadowIsles'],3,Bài quân,10
05SI008,Vệ Binh Ixtal,"Khi ta được triệu hồi, tạo trên tay 1 lá Bóng Tối nếu ngươi chưa có lá nào. Khi ngươi sử dụng lá Bóng Tối tiếp theo trong vòng này, sao chép lá bài đó và chọn Nhà Chính của đối thủ làm mục tiêu.",Rare,['ShadowIsles'],6,Bài quân,30
05SI003,Bóng Tối Xuyên Thấu,Hấp Thụ 5 máu từ 1 bài quân.,Common,['ShadowIsles'],6,Bài phép,10
05SI029,Bóng Tối,Gây 2 sát thương lên 1 kẻ địch.,None,['ShadowIsles'],3,Bài phép,0
05SI010,Dess & Ada,"Khi ta được triệu hồi, tạo trên tay 1 lá Bóng Tối nếu ngươi chưa có lá bài đó. Lá Bóng Tối tiếp theo trong vòng này có 0 tiêu hao và nhận được ""Ta gây sát thương lên mọi mục tiêu đối địch"".",Epic,['ShadowIsles'],8,Bài quân,120
05SI009T1,Senna,Khi ta được triệu hồi hoặc Tấn Công: Tạo trên tay 1 lá Bóng Tối nếu ngươi chưa có lá nào. Bài phép đồng minh gây sát thương và tiêu diệt tăng tốc thành bài phép Nhanh và được giảm 1 tiêu hao.,None,['ShadowIsles'],5,Bài quân,0
05SI009T2,Hắc Ám Soi Rọi Của Senna,"Tiêu diệt 1 bài quân và trao -2|-0 cho tất cả kẻ địch trong vòng này.
Tạo 1 lá Senna trong bộ bài.",None,['ShadowIsles'],6,Bài phép,0
05SI011,Vệ Binh Thực Tử,"Lần đầu tiên ngươi tiêu diệt 1 bài quân bằng 1 bài phép, ban cho ta +2|+1.",Common,['ShadowIsles'],1,Bài quân,10
05SI015,Vệ Binh Buhru,"Lần đầu tiên ngươi tiêu diệt 1 bài quân bằng 1 bài phép, ban cho ta +2|+1.",Common,['ShadowIsles'],3,Bài quân,10
05MT004,Camphor Ngờ Vực,"Khi ta được triệu hồi, nếu ngươi đã chọn đồng minh làm mục tiêu trong 4 vòng đấu khác nhau, ban cho ta Khiên Phép, Áp Đảo và Thách Đấu. ",Epic,['Targon'],6,Bài quân,120
05MT006,Bạch Hỏa Thương Tổn,,Rare,['Targon'],3,Bài quân,30
05MT008,Khiên Trời Giáng,Ban +1|+1 cho 1 đồng minh và Làm Choáng 1 kẻ địch.,Rare,['Targon'],2,Bài phép,30
05MT014,Tuyệt Cảnh Thượng Giới,Làm Choáng 2 kẻ địch.,Common,['Targon'],5,Bài phép,10
05MT003,Pantheon,,Champion,['Targon'],4,Bài quân,300
05MT013,Iula,"Xuất Trận: Ban Khiên Phép hoặc Áp Đảo cho 1 đồng minh. Nếu không, ban cho ta Khiên Phép hoặc Áp Đảo.",Common,['Targon'],3,Bài quân,10
05MT013T3,Iula,"Xuất Trận: Ban Áp Đảo cho 1 đồng minh. Nếu không, ban cho ta Áp Đảo.",Common,['Targon'],3,Bài quân,10
05MT013T4,Iula,"Xuất Trận: Ban Khiên Phép cho 1 đồng minh. Nếu không, ban cho ta Khiên Phép.",Common,['Targon'],3,Bài quân,10
05MT009,Tình Đồng Chí,Ban +2|+2 cho 2 đồng minh.,Common,['Targon'],5,Bài phép,10
05MT003T2,Pantheon,"Khi có một lá Pantheon thăng cấp, ban cho ta 1 đặc điểm ngẫu nhiên ở mỗi vòng đấu mà ngươi đã chọn đồng minh làm mục tiêu trong trận đấu này. ",None,['Targon'],4,Bài quân,0
05MT003T1,Pantheon Khiên Trời Giáng,"Ban +1|+1 cho 1 đồng minh và Làm Choáng 1 kẻ địch.
Tạo 1 lá Pantheon trong bộ bài.",None,['Targon'],2,Bài phép,0
05MT010,Nhà Thần Bí Mù,Xuất Trận: Ban +1|+1 cho 1 đồng minh và Câm Lặng 1 tùy tùng phe đối thủ.,Common,['Targon'],4,Bài quân,10
05MT002,Huynh Đệ Một Nhà,Trao +1|+2 cho 2 đồng minh trong vòng này.,Rare,['Targon'],3,Bài phép,30
05MT012,Vệ Thần Tự Do,Khi ta được triệu hồi hoặc Tấn Công: Tạo trên tay 1 lá Ngọc Thạch.,Common,['Targon'],5,Bài quân,10
05MT011,Bất Chấp Hiểm Nguy,"Nếu đối thủ có nhiều bài quân hơn ngươi, với mỗi bài quân đối thủ có nhiều hơn, ban +1|+1 cho 1 đồng minh. ",Epic,['Targon'],3,Bài phép,120
05MT005,Người Viết Lên Trường Ca,,Common,['Targon'],1,Bài quân,10
05DE003,Gorlith Bất Khả Chiến Bại,"Khi ta được triệu hồi, hoán đổi Máu của ta với Máu Nhà Chính của ngươi. 
Ta không thể bị chặn đòn bởi kẻ địch ít Máu hơn ta.",Epic,['Demacia'],9,Bài quân,120
05DE009,Galio,"Khi ta được triệu hồi, ban +0|+3 cho các đồng minh khác.",Champion,['Demacia'],7,Bài quân,300
05DE009T3,Lá Chắn Durand của Galio,"Ban +0|+3 cho 1 đồng minh. Khi Bắt Đầu Vòng Đấu tiếp theo, ban +0|+2 cho đồng minh đó. Tạo 1 lá Galio trong bộ bài.",None,['Demacia'],3,Bài phép,0
05DE009T1,Galio,"Khi ta được triệu hồi, ban +0|+3 cho các đồng minh khác. 
Trong mỗi vòng đấu, Tiến Công khi đồng minh đầu tiên nhận sát thương.",None,['Demacia'],7,Bài quân,0
05DE020,Lá Chắn Durand,"Ban +0|+3 cho 1 đồng minh. Khi Bắt Đầu Vòng Đấu tiếp theo, ban +0|+2 cho đồng minh đó.",Rare,['Demacia'],3,Bài phép,30
05DE021,Sức Mạnh Tiên Phong,"Để sử dụng, tiêu hao toàn bộ năng lượng. Triệu hồi 1 lá Tiên Phong Bất Khuất và tăng chỉ số của lá đó lên bằng mức năng lượng tiêu hao. Nếu đã tiêu hao 9+ năng lượng, ban +2|+2 cho các đồng minh Tinh Nhuệ khác.",Epic,['Demacia'],3,Bài phép,120
05DE017,Gió Lốc Chiến Tranh,"Hồi đầy máu cho 1 đồng minh. Sau đó, đồng minh này và 1 kẻ địch sẽ ra đòn đánh lẫn nhau.",Rare,['Demacia'],3,Bài phép,30
05DE010,Nhà Điêu Khắc Durand,"Khi ngươi triệu hồi 1 đồng minh khác, ban +0|+1 cho đồng minh đó.",Common,['Demacia'],2,Bài quân,10
05DE013,Hươu Kháng Ma Thạch,Hỗ Trợ: Ta nhận toàn bộ sát thương cho đồng minh được ta hỗ trợ trong vòng này.,Epic,['Demacia'],4,Bài quân,120
05DE015,Rồng Đất,Cuồng Nộ ban +0|+2 cho ta thay vì +1|+1.,Epic,['Demacia'],5,Bài quân,120
05DE019,Kiến Trúc Sư Durand,Hỗ Trợ: Trao +0|+2 và Đáng Gờm cho đồng minh được ta hỗ trợ trong vòng này.,Rare,['Demacia'],3,Bài quân,30
05DE014,Môn Đệ Durand,Xuất Trận: Ban +0|+1 và Kiên Cường cho 1 đồng minh.,Common,['Demacia'],3,Bài quân,10
05DE012,Sải Cánh Kháng Ma Thạch,"Khi ngươi triệu hồi 1 đồng minh khác, ban cho ta Thách đấu.",Rare,['Demacia'],2,Bài quân,30
05DE018,Chó Săn Kháng Ma Thạch,,Common,['Demacia'],1,Bài quân,10
06NX024,Ngài Broadmane,"Xuất trận: Gây 2 sát thương lên 1 kẻ địch.
Bài phép Nhanh, bài phép Chậm và Kỹ Năng có “Khi ta gây sát thương lên 1 kẻ địch Bị Choáng hoặc bị thương, tiêu diệt kẻ địch đó”.",Rare,['Noxus'],6,Bài quân,30
06NX033,Chiến Lược Bài Bản,Làm Choáng 2 kẻ địch hoặc dùng 6 năng lượng để triệu hồi 1 lá Đại Tướng Quân Đoàn. ,Rare,['Noxus'],4,Bài phép,30
06NX033T2,Chiến Lược Bài Bản,Triệu hồi 1 lá Đại Tướng Quân Đoàn.  ,Common,['Noxus'],6,Bài phép,10
06NX033T1,Chiến Lược Bài Bản,Làm Choáng 2 kẻ địch.,Common,['Noxus'],4,Bài phép,10
06NX012,Annie,"Tấn Công: Ta gây 2 sát thương lên kẻ chặn đòn của ta. Nếu kẻ địch đó đã bị tiêu diệt hoặc biến mất, thay vào đó, ta gây 2 sát thương lên Nhà Chính của đối thủ.
",Champion,['Noxus'],1,Bài quân,300
06NX012T3,Hỏa Cầu Của Annie,"Chọn 1 bài quân. Lần tiếp theo bài quân đó nhận 1+ sát thương trong vòng này, tiêu diệt nó.
Tạo 1 lá Annie trong bộ bài.",None,['Noxus'],2,Bài phép,0
06NX012T6,Khiên Lửa,"Gây 2 sát thương lên kẻ chặn đòn của Annie. Nếu kẻ địch đó đã bị tiêu diệt hoặc biến mất, thay vào đó, gây 2 sát thương lên Nhà Chính của đối thủ.",None,['Noxus'],0,Kỹ năng,0
06NX012T7,Annie,"Tấn Công: Ta gây 3 sát thương và Làm Choáng kẻ chặn đòn của ta. Nếu kẻ địch đó đã bị tiêu diệt hoặc biến mất, thay vào đó, ta gây 3 sát thương lên Nhà Chính của đối thủ.",None,['Noxus'],1,Bài quân,0
06NX012T5,Dung Nham Tuôn Trào,"Làm Choáng 1 kẻ địch, sau đó gây 2 sát thương lên tất cả kẻ địch Bị Choáng hoặc bị thương.",None,['Noxus'],0,Kỹ năng,0
06NX012T1,Tibbers,"Xuất Trận: Làm Choáng 1 kẻ địch, sau đó gây 2 sát thương lên tất cả kẻ địch Bị Choáng hoặc bị thương.",None,['Noxus'],6,Bài quân,0
06NX012T8,Khiên Lửa,"Gây 3 sát thương và Làm Choáng kẻ chặn đòn của Annie. Nếu kẻ địch đó đã bị tiêu diệt hoặc biến mất, thay vào đó, gây 3 sát thương lên Nhà Chính của đối thủ.",None,['Noxus'],0,Kỹ năng,0
06NX029,Dược Sĩ Xám,"Khi 1 đồng minh với 5+ Sức Mạnh hy sinh, tạo trên tay 1 tuỳ tùng ngẫu nhiên với 5+ Sức Mạnh.",Epic,['Noxus'],2,Địa Danh,120
06NX032,Long Khuyển Thuần Hóa,"Khi 1 đồng minh tấn công, ta sẽ tấn công theo.",Common,['Noxus'],2,Bài quân,10
